,ID,First Name,Email,Gender,City,Created,Academic Year,Company Name/ College Name,Would you like to know more about us and our programs?,Are you interested in knowing more about our events?,Have you recommended Cloud Counselage to anyone?,How did you come to know about this event?,Branch,College,Month,Year,Year of Graduation
4112,32434,Navnit,navnit@xyz.com,,,2020-02-24 07:29:16,0,,no,no,no,,,,2,2020, 
4116,32426,Shinde,shinde@xyz.com,,,2020-02-24 06:59:55,1,,no,no,no,,Other aerospace engineering,Others Lovely proffesional university,2,2020,2023
4118,32422,Singh,singh@xyz.com,,,2020-02-24 06:15:10,4,,no,no,no,,Other PRODUCTION SANDWICH,All India Shri Shivaji Memorial Society's College of Engineering - AISSMS ALL INDIA SHREE SHIVAJI MEMORIAL COLLEGE OF ENGINEERING PUNE,2,2020,2020
4120,32418,Renose,renose@xyz.com,,,2020-02-24 01:43:44,4,,no,no,no,,Other Electrical engineering,Others Sardar Patel college of engineering Andheri West,2,2020,2020
4121,32416,Survase,survase@xyz.com,,,2020-02-24 01:33:26,2,,no,no,no,,Other Electronics and communication,,2,2020,2022
4122,32414,Md,md@xyz.com,,,2020-02-24 01:18:10,4,,no,no,no,,,,2,2020,2020
4123,32412,Pandey,pandey@xyz.com,,,2020-02-24 01:13:50,1,,no,no,no,,Other CHEMICAL TECHNOLOGY,"Others DEPARTMENT OF TECHNOLOGY, SHIVAJI UNIVERSITY",2,2020,2023
4124,32410,Chaudhari,chaudhari@xyz.com,,,2020-02-24 00:39:46,2,,no,no,no,,,"Others SONOPANT DANDEKAR SENIOR COLLEGE, PALGHAR",2,2020,2022
4125,32408,Buchade,buchade@xyz.com,,,2020-02-24 00:25:32,2,,no,no,no,,,,2,2020,2022
4126,32406,Gupta,gupta@xyz.com,Male,,2020-02-24 00:06:29,3,,yes,no,no,,,Parvatibai Genba Moze College of Engineering - PGMCOE Parvatibai Genba Moze college of engineering,2,2020,2021
4129,32400,Rajput,rajput@xyz.com,,,2020-02-23 23:33:36,2,,no,no,no,,,"Others MIT ACSC, Alandi, Pune",2,2020,2022
4131,32396,Kaviraj,kaviraj@xyz.com,,,2020-02-23 23:23:24,3,,no,no,no,,Other Electronic and telecommunication engineering,,2,2020,2021
4133,32392,Nerkar,nerkar@xyz.com,,,2020-02-23 23:18:36,2,,no,no,no,,Other Electrical Engineering,,2,2020,2022
4134,32390,Pathak,pathak@xyz.com,,,2020-02-23 23:15:27,3,,no,no,no,,,"Karmavir Dadasaheb Kannamwar College of Engineering - KDK KDK college of Engineering, Nagpur",2,2020,2021
4137,32382,Naik,naik@xyz.com,,,2020-02-23 23:04:51,3,,no,no,no,,,,2,2020,2021
4138,32380,Prabhu,prabhu@xyz.com,,,2020-02-23 23:01:38,3,,no,no,no,,,GH Raisoni College of Engineering - GHRCE G. H. Raisoni College of Engineering,2,2020,2021
4140,32376,pagare,pagare@xyz.com,,,2020-02-23 22:57:27,1,,no,no,no,,,Vivekanand Education Society's Institute of Technology - VESIT VESIT,2,2020,2023
4141,32374,Mandar,mandar@xyz.com,Male,,2020-02-23 22:54:55,1,,yes,no,no,LinkedIn,Other DATA SCIENCE,"Others DEVI AHILIYA VISHWAVIDHALAYA , INDORE",2,2020,2023
4143,32370,Ashok,ashok@xyz.com,,,2020-02-23 22:48:28,2,,no,no,no,,Other Electrical,,2,2020,2022
4144,32368,Kanthe,kanthe@xyz.com,,,2020-02-23 22:46:28,3,,no,no,no,,,"Pune Institute of Computer Technology - PICT PICT,pune",2,2020,2021
4145,32366,Mani,mani@xyz.com,Female,,2020-02-23 22:34:13,3,,yes,no,no,,,Cummins College of Engineering for Women mksss cummins college of engineering for women pune,2,2020,2021
4147,32362,DHANARAJ,dhanaraj@xyz.com,,,2020-02-23 22:17:29,3,,no,no,no,,Information Technology (IT) Electronic,,2,2020,2021
4148,32360,Oli,oli@xyz.com,,,2020-02-23 22:06:28,3,,no,no,no,,,,2,2020,2021
4149,32358,imtiyaz,imtiyaz@xyz.com,,,2020-02-23 21:58:28,3,,no,no,no,,Other Cloud technology and information security,,2,2020,2021
4150,32356,Kanth,kanth@xyz.com,,,2020-02-23 21:36:00,3,,no,no,no,,,"MET Institute of Engineering MET's Institute of Engineering ,Nashik",2,2020,2021
4151,32354,Satha,satha@xyz.com,,,2020-02-23 21:28:52,4,,no,no,no,,,All India Shri Shivaji Memorial Society's Institute of Information Technology - AISSMS AISSMS IOIT,2,2020,2020
4152,32352,Boomika,boomika@xyz.com,,,2020-02-23 21:18:50,2,,no,no,no,,Information Technology (IT) Electronics And Telecommunication Engineering,Others Maulana mukhtar ahemad nadvi technical campus,2,2020,2022
4153,32350,BHAVIN,bhavin@xyz.com,,,2020-02-23 20:58:51,3,,no,no,no,,Other Electronic and telecommunication engineering,,2,2020,2021
4154,32348,Valar,valar@xyz.com,,,2020-02-23 20:52:16,2,,no,no,no,,,,2,2020,2022
4156,32344,Lalith,lalith@xyz.com,,,2020-02-23 20:34:41,2,,no,no,no,,Other Mechanical,SVKM's Dwarkadas J.Sanghvi College of Engineering DJSanghvi,2,2020,2022
4157,32342,Karthik,karthik@xyz.com,,,2020-02-23 20:19:06,3,,no,no,no,,,,2,2020,2021
4158,32340,Akshitha,akshitha@xyz.com,,,2020-02-23 20:06:10,4,,no,no,no,,Other Electrical,,2,2020,2020
4159,32338,KONDA,konda@xyz.com,,,2020-02-23 20:04:15,3,,no,no,no,,,,2,2020,2021
4160,32336,Kalaiarasan,kalaiarasan@xyz.com,,,2020-02-23 19:50:58,3,,no,no,no,,,KJ Somaiya College of Engineering K.J. Somaiya College of Engineering,2,2020,2021
4161,32334,VAITHIYANATHAN,vaithiyanathan@xyz.com,,,2020-02-23 19:42:34,3,,no,no,no,,,,2,2020,2021
4162,32332,Nivetha,nivetha@xyz.com,,,2020-02-23 19:39:31,4,,no,no,no,,,,2,2020,2020
4164,32328,SAKTHIMALAI,sakthimalai@xyz.com,,,2020-02-23 19:20:24,1,,no,no,no,,Other Embedded and VLSI systems,Pimpri Chinchwad College of Engineering - PCCE Pimpri Chinchwad College of Engineering,2,2020,2023
4165,32326,Ahmed,ahmed@xyz.com,,,2020-02-23 19:10:47,2,,no,no,no,,,,2,2020,2022
4167,32322,Harii,harii@xyz.com,,,2020-02-23 18:38:57,2,,no,no,no,,,,2,2020,2022
4169,32318,Subashini,subashini@xyz.com,,,2020-02-23 18:06:54,3,,no,no,no,,Other Electronics and telecommunication,,2,2020,2021
4170,32316,Gopinath.R,gopinath.r@xyz.com,,,2020-02-23 18:04:48,3,,no,no,no,,,"R.M.D. Sinhgad School of Engineering - RMDSSOE RMD Sinhgad School of Engineering,Pune-58.",2,2020,2021
4171,32314,Swettha,swettha@xyz.com,,,2020-02-23 17:50:42,2,,no,no,no,,Other Economics,Others Jai Hind College,2,2020,2022
4173,32310,Selvi.M,selvi.m@xyz.com,,,2020-02-23 17:37:59,3,,no,no,no,,,,2,2020,2021
4174,32308,PRETHEBHA,prethebha@xyz.com,,,2020-02-23 17:15:15,3,,no,no,no,,,Others DJ Sanghvi college of engineering,2,2020,2021
4175,32306,S.keertheshwari,s.keertheshwari@xyz.com,,,2020-02-23 17:04:36,4,,no,no,no,,Other Production Engineering,"Shri Guru Gobind Singhji Institute of Engineering and Technology - SGGSCE&T Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",2,2020,2020
4176,32304,Chandrakumar,chandrakumar@xyz.com,,,2020-02-23 17:03:43,4,,no,no,no,,,,2,2020,2020
4177,32302,Keerthiga.B,keerthiga.b@xyz.com,,,2020-02-23 16:57:09,0,,no,no,no,,,,2,2020, 
4178,32300,Aravindhan.,aravindhan.@xyz.com,,,2020-02-23 16:46:37,3,,no,no,no,,Other Computer Engineering,,2,2020,2021
4179,32298,Nimoshini.M,nimoshini.m@xyz.com,,,2020-02-23 16:46:15,2,,no,no,no,,Other Electronics and Telecommunication,,2,2020,2022
4180,32296,Indumathi,indumathi@xyz.com,,,2020-02-23 16:42:29,3,,no,no,no,,Other E&TC,,2,2020,2021
4182,32292,Priyadharshani,priyadharshani@xyz.com,,,2020-02-23 16:28:47,1,,no,no,no,,,,2,2020,2023
4183,32288,SK,sk@xyz.com,,,2020-02-23 16:18:14,2,,no,no,no,,Other Mechanical engineering,,2,2020,2022
4185,32284,Naresh.S,naresh.s@xyz.com,,,2020-02-23 16:01:38,2,,no,no,no,,,,2,2020,2022
4186,32282,Vidhun,vidhun@xyz.com,,,2020-02-23 15:52:48,2,,no,no,no,,,,2,2020,2022
4187,32280,Vijaysurya.,vijaysurya.@xyz.com,,,2020-02-23 15:49:26,4,,no,no,no,,,"Smt. Kashibai Navale College of Engineering - SKNCOE Smt. Kashibai Navale College of Engineering,Pune",2,2020,2020
4190,32274,Mirza,mirza@xyz.com,,,2020-02-23 14:42:57,2,,no,no,no,,,,2,2020,2022
4194,32266,Ramidwar,ramidwar@xyz.com,,,2020-02-23 13:19:30,3,,no,no,no,,,,2,2020,2021
4195,32264,Padghan,padghan@xyz.com,,,2020-02-23 13:17:28,2,,no,no,no,,,Symbiosis International University - SIU Symbiosis Institute of Computer Studies and Research,2,2020,2022
4197,32260,Kokitkar,kokitkar@xyz.com,,,2020-02-23 13:08:35,4,,no,no,no,,,Sinhgad Institute of Technology Sinhgad institute of technology,2,2020,2020
4198,32258,Jagtap,jagtap@xyz.com,,,2020-02-23 13:00:06,4,,no,no,no,LinkedIn,,"Nashik District Maratha Vidya Prasarak Samaj's K.B.T. College of Engineering Ndmvp's kbtcoe, Nashik",2,2020,2020
4199,32256,B,b@xyz.com,,,2020-02-23 12:46:48,4,,no,no,no,,,,2,2020,2020
4200,32254,Pawar,pawar@xyz.com,,,2020-02-23 12:45:08,3,,no,no,no,,,,2,2020,2021
4205,32244,Mahapatra,mahapatra@xyz.com,,,2020-02-23 12:01:00,2,,no,no,no,,,"Others Indian Institute of Technology, Varanasi",2,2020,2022
4206,32242,Sahoo,sahoo@xyz.com,,,2020-02-23 11:57:55,4,,no,no,no,,,,2,2020,2020
4208,32238,das,das@xyz.com,,,2020-02-23 11:51:39,3,,no,no,no,,Other Electronic and Telecommunication Engg.,,2,2020,2021
4211,32232,Beura,beura@xyz.com,,,2020-02-23 11:33:39,2,,no,no,no,,Other Mechanical engineering,,2,2020,2022
4212,32230,UMAKANT,umakant@xyz.com,,,2020-02-23 11:31:47,2,,no,no,no,,,Vidyalankar Institute of Technology - VIT VIDYALANKAR POLYTECHNIC,2,2020,2022
4214,32226,Markunde,markunde@xyz.com,,,2020-02-23 11:19:33,2,,no,no,no,,,,2,2020,2022
4217,32220,KAMATCHI,kamatchi@xyz.com,,,2020-02-23 11:03:15,3,,no,no,no,,,Maharashtra Institute of Technology - MIT MIT SCHOOL OF ENGINEERING,2,2020,2021
4219,32216,Nair,nair@xyz.com,,,2020-02-23 11:00:55,3,,no,no,no,,,,2,2020,2021
4220,32214,Namdev,namdev@xyz.com,,,2020-02-23 10:47:48,0,,no,no,no,,,,2,2020, 
4223,32208,Prabhudas,prabhudas@xyz.com,,,2020-02-23 10:27:57,3,,no,no,no,,,Others Priyadarshini Bhagwati College of Engineering,2,2020,2021
4224,32206,Chaju,chaju@xyz.com,,,2020-02-23 10:26:37,4,,no,no,no,,Other Mechanical,,2,2020,2020
4225,32204,mapare,mapare@xyz.com,,,2020-02-23 10:25:42,3,,no,no,no,,,Ballarpur Institute of Technology - BIT Ballarpur institute of technology bamni chandrapur,2,2020,2021
4228,32198,Sandip,sandip@xyz.com,,,2020-02-23 10:06:39,3,,no,no,no,,,,2,2020,2021
4229,32196,kale,kale@xyz.com,,,2020-02-23 10:05:45,4,,no,no,no,,,,2,2020,2020
4230,32194,Subhashrao,subhashrao@xyz.com,,,2020-02-23 10:01:42,4,,no,no,no,,Other Electronics and telecommunication,Shree LR Tiwari College of Engineering SHREE LR TIWARI COLLEGE OF ENGINEERING,2,2020,2020
4231,32192,zad,zad@xyz.com,,,2020-02-23 09:59:53,2,,no,no,no,,,,2,2020,2022
4232,32190,Wadhwani,wadhwani@xyz.com,,,2020-02-23 09:52:27,4,,no,no,no,,Other ECE,"Others Lakshmi Narain College of Technology, Excellence",2,2020,2020
4233,32188,Raosaheb,raosaheb@xyz.com,,,2020-02-23 09:46:52,3,,no,no,no,,,Pimpri Chinchwad College of Engineering - PCCE Pimpri Chinchwad college of engineering and research,2,2020,2021
4234,32186,Sambhaji,sambhaji@xyz.com,,,2020-02-23 09:46:30,4,,no,no,no,,,,2,2020,2020
4235,32184,Popat,popat@xyz.com,,,2020-02-23 09:34:07,2,,no,no,no,,Other Mechanical,,2,2020,2022
4236,32182,Ravindrasing,ravindrasing@xyz.com,,,2020-02-23 09:32:23,3,,no,no,no,,,,2,2020,2021
4237,32180,Ramrao,ramrao@xyz.com,,,2020-02-23 09:26:42,3,,no,no,no,,,Pimpri Chinchwad College of Engineering - PCCE Pimpri Chinchwad college of engineering and research,2,2020,2021
4242,32170,Atmaram,atmaram@xyz.com,,,2020-02-23 09:02:43,3,,no,no,no,,,Rajarshi Shahu College of Engineering - RSCE Rajashri Shahu College of Engineering,2,2020,2021
4243,32168,Kushaba,kushaba@xyz.com,,,2020-02-23 08:40:09,4,,no,no,no,,Other Electronics and Telecommunication,"Shivnagar Vidya Prasarak Mandal's College of Engineering S.v.p.m coe Malegaon (bk), baramati",2,2020,2020
4244,32166,Dadaso,dadaso@xyz.com,Male,,2020-02-23 08:31:45,2,,yes,no,no,,,Yeshwantrao Chavan College of Engineering - YCCE Yeshwantrao Chavan College of Engineering,2,2020,2022
4245,32164,Raju,raju@xyz.com,,,2020-02-23 08:17:36,3,,no,no,no,,Other Computer application,Others Dr Babasaheb Ambedkr mahavidyalay Peth Vadgaon,2,2020,2021
4246,32162,Manohar,manohar@xyz.com,,,2020-02-23 08:14:23,0,,no,no,no,,,,2,2020, 
4247,32160,Shivaji,shivaji@xyz.com,,,2020-02-23 08:05:50,3,,no,no,no,,,,2,2020,2021
4248,32158,Pralhad,pralhad@xyz.com,,,2020-02-23 08:04:52,3,,no,no,no,,Other Electronic & Telecommunication,,2,2020,2021
4249,32156,Dhakne,dhakne@xyz.com,,,2020-02-23 07:55:54,2,,no,no,no,,,Others Hvpm,2,2020,2022
4250,32154,Sarkar,sarkar@xyz.com,,,2020-02-23 07:53:16,2,,no,no,no,,Other Electronic and communication engineering,"Others Indian Institute of Information technology, Surat",2,2020,2022
4251,32152,Rajabhau,rajabhau@xyz.com,,,2020-02-23 02:23:05,2,,no,no,no,,,"Others Indian Institute of Information Technology,Una",2,2020,2022
4252,32150,MADHUKAR,madhukar@xyz.com,,,2020-02-23 01:24:10,0,,no,no,no,,,,2,2020, 
4254,32146,Shahaji,shahaji@xyz.com,,,2020-02-23 00:02:57,4,,no,no,no,,Other Mechanical engineering,,2,2020,2020
4261,32132,Kashinath,kashinath@xyz.com,Male,,2020-02-22 17:24:18,2,,yes,no,no,,,Vidyalankar Institute of Technology - VIT Vidyalankar Polytechnic,2,2020,2022
4264,32126,lnkane,lnkane@xyz.com,,,2020-02-22 14:47:54,1,,no,no,no,,Other Mechanical Engineering,Others BITS PILANI,2,2020,2023
4267,32120,Narayan,narayan@xyz.com,,,2020-02-22 13:52:28,2,,no,no,no,,,St. John College of Enigneering and Technology St. John college of engineering and management,2,2020,2022
4269,32114,Avdhoot,avdhoot@xyz.com,,,2020-02-22 12:26:33,1,,no,no,no,,Other Mechanical,,2,2020,2023
4273,32106,Gajananrao,gajananrao@xyz.com,,,2020-02-22 06:59:16,3,,no,no,no,,Other Electronics and Communication Engineering,"Others Birla Institute of Technology, Mesra",2,2020,2021
4278,32096,Ramdas,ramdas@xyz.com,,,2020-02-21 23:02:53,4,,no,no,no,,,Modern Education Society's College of Engineering Modern Education Society's college of Engineering Pune,2,2020,2020
4279,32094,Jamanbhai,jamanbhai@xyz.com,,,2020-02-21 22:32:05,2,,no,no,no,,,"Padmashree Dr. D.Y. Patil Institute of Engineering and Technology Dr.Dy.Patil Institute Of Technology,Pimpri,pune",2,2020,2022
4280,32092,Saju,saju@xyz.com,,,2020-02-21 21:49:56,1,,no,no,no,,Other Electronics,,2,2020,2023
4283,32084,Upreti,upreti@xyz.com,Male,,2020-02-21 19:19:27,2,,yes,no,no,,,St. Francis Institute of Technology St. Francis Institute Of Technology,2,2020,2022
4284,32082,Srivastava,srivastava@xyz.com,,,2020-02-21 18:27:15,0,,no,no,no,,,,2,2020, 
4286,32078,Babasaheb,babasaheb@xyz.com,,,2020-02-21 17:22:53,0,,no,no,no,,,,2,2020, 
4288,32074,Suresh,suresh@xyz.com,,,2020-02-21 14:44:49,2,,no,no,no,,,,2,2020,2022
4295,32060,Narayandas,narayandas@xyz.com,,,2020-02-21 03:28:58,3,,no,no,no,,,Others National Institute Of Technology Raipur,2,2020,2021
4297,32056,Jagadish,jagadish@xyz.com,,,2020-02-21 00:50:18,3,,no,no,no,,,Mukesh Patel School of Technology Management and Engineering - MPSTME mukesh patel school of technology management & engineering,2,2020,2021
4298,32054,Tarachand,tarachand@xyz.com,,,2020-02-20 23:57:12,4,,no,no,no,,,International Institute of Information Technology - IIIT Pune International Institute of Information Technology,2,2020,2020
4303,32044,Dhanraj,dhanraj@xyz.com,,,2020-02-20 13:40:02,3,,no,no,no,,,"Others PIRENS INSTITUTE OF COMPUTER TECHNOLOGY LONI, pravaranagar",2,2020,2021
4305,32040,Ramkishan,ramkishan@xyz.com,,,2020-02-20 12:59:21,3,,no,no,no,,,,2,2020,2021
4307,32036,Khan,khan@xyz.com,,,2020-02-20 11:05:58,3,,no,no,no,,Other E&TC,,2,2020,2021
4308,32034,Shaligram,shaligram@xyz.com,,,2020-02-20 10:21:14,2,,no,no,no,,Other Fibres and Textile processing technology,"Institute of Chemical Technology - ICT Institute of chemical technology, Mumbai",2,2020,2022
4310,32030,khadke,khadke@xyz.com,,,2020-02-20 09:10:11,4,,no,no,no,,,Sandip Institute of Technology and Research Center - SITRC Sandip Institute of Technology and Research Centre,2,2020,2020
4314,32022,Ahirwar,ahirwar@xyz.com,,,2020-02-19 20:26:28,0,,no,no,no,,,,2,2020, 
4315,32020,Rajaram,rajaram@xyz.com,,,2020-02-19 20:10:18,4,,no,no,no,,Other Electronics and telecommunication,All India Shri Shivaji Memorial Society's Institute of Information Technology - AISSMS All India Shri Shivaji memorial society institute of information technology,2,2020,2020
4320,32010,polytechnic,polytechnic@xyz.com,,,2020-02-19 16:58:02,4,,no,no,no,,Other Electronic And Telecommunication,Priyadarshini College of Engineering - PCE Priyadurshini Collage of Engineering,2,2020,2020
4321,32008,Vasiullah,vasiullah@xyz.com,,,2020-02-19 15:54:26,2,,no,no,no,,,Veermata Jijabai Technological Institute VJTI,2,2020,2022
4327,31996,Rahmatullah,rahmatullah@xyz.com,,,2020-02-19 10:45:43,2,,no,no,no,,Other Electronics And Telecommunications,"Walchand Institute of Technology - WIT Walchand Institute of Technology, Solapur",2,2020,2022
4332,31986,Saqlain,saqlain@xyz.com,,,2020-02-19 03:33:50,3,,no,no,no,,,"Others Indian Institute of Information Technology, Pune",2,2020,2021
4340,31970,Premkumar,premkumar@xyz.com,,,2020-02-18 20:12:01,4,,no,no,no,,,Imperial College of Engineering and Research - ICOER JSPM'S Imperial College of Engineering and Research,2,2020,2020
4341,31968,BALARAM,balaram@xyz.com,,,2020-02-18 19:26:23,2,,no,no,no,,,Others Jhulelal institute of technology nagpur,2,2020,2022
4343,31964,kallappa,kallappa@xyz.com,,,2020-02-18 18:39:15,3,,no,no,no,,,SIES Graduate School of Technology SIES Graduate School of Technology,2,2020,2021
4346,31958,Burud,burud@xyz.com,,,2020-02-18 16:58:08,4,,no,no,no,,Other Mechanical engineering,,2,2020,2020
4347,31956,Sukhdev,sukhdev@xyz.com,,,2020-02-18 16:10:08,2,,no,no,no,,,,2,2020,2022
4349,31952,NARENDRA,narendra@xyz.com,,,2020-02-18 15:51:36,3,,no,no,no,,,,2,2020,2021
4351,31948,Dashrath,dashrath@xyz.com,,,2020-02-18 15:37:15,2,,no,no,no,,Other Design,MIT College of Engineering - MITCOE MIT World Peace University,2,2020,2022
4353,31944,mohite,mohite@xyz.com,,,2020-02-18 15:35:47,2,,no,no,no,,Other Mechanical Engineering,"GH Raisoni Academy of Engineering and Technology G.H. RAISONI ACADEMY OF ENGG. AND TECH., NAGPUR",2,2020,2022
4356,31938,PRATAP,pratap@xyz.com,Female,,2020-02-18 15:26:27,3,,yes,no,no,,,SIES Graduate School of Technology SIES GRADUATE SCHOOL OF TECHNOLOGY,2,2020,2021
4363,31924,Madhav,madhav@xyz.com,,,2020-02-18 14:15:04,2,,no,no,no,,,,2,2020,2022
4367,31916,Javed,javed@xyz.com,,,2020-02-18 12:16:11,3,,no,no,no,,,,2,2020,2021
4371,31908,Dattaram,dattaram@xyz.com,,,2020-02-18 11:35:25,3,,no,no,no,Instagram,,All India Shri Shivaji Memorial Society's Institute of Information Technology - AISSMS Aissms Ioit Pune,2,2020,2021
4372,31906,Patel,patel@xyz.com,,,2020-02-18 11:32:14,2,,no,no,no,,Other Electronics and Communication,Others Nit Hamirpur,2,2020,2022
4376,31898,Mukund,mukund@xyz.com,,,2020-02-18 10:18:05,3,,no,no,no,,,Ajeenkya DY Patil University Ajeenkya DY Patil University,2,2020,2021
4378,31894,Dillip,dillip@xyz.com,,,2020-02-18 09:42:47,3,,no,no,no,,,,2,2020,2021
4381,31888,Hadi,hadi@xyz.com,,,2020-02-18 09:31:35,2,,no,no,no,,Other Electronics and Communication,Others PDPM IIITDM Jabalpur,2,2020,2022
4382,31886,Gnapat,gnapat@xyz.com,,,2020-02-18 09:19:41,3,,no,no,no,,,Others National institute of technology Hamirpur,2,2020,2021
4384,31882,Dnyaneshwar,dnyaneshwar@xyz.com,,,2020-02-18 09:08:31,2,,no,no,no,,Other Mechanical Engineering,Army Institute of Technology - AIT Army Institute of Technology,2,2020,2022
4386,31878,Shivkumar,shivkumar@xyz.com,,,2020-02-18 08:31:06,0,,no,no,no,,,,2,2020, 
4391,31868,Kripashankar,kripashankar@xyz.com,,,2020-02-18 07:54:22,2,,no,no,no,,,,2,2020,2022
4392,31866,Qureshi,qureshi@xyz.com,,,2020-02-18 07:38:43,3,,no,no,no,,,"Dr. D.Y. Patil College of Engineering Dr. D. Y. Patil Institute of Engieering, Management and Research, Akurdi",2,2020,2021
4394,31862,Soban,soban@xyz.com,,,2020-02-18 06:20:31,2,,no,no,no,,,Maharashtra Institute of Technology - MIT MIT - WPU,2,2020,2022
4395,31860,vaman,vaman@xyz.com,,,2020-02-18 03:50:56,3,,no,no,no,,,,2,2020,2021
4396,31858,Bhagwan,bhagwan@xyz.com,,,2020-02-18 03:21:57,2,,no,no,no,,Other MINING,,2,2020,2022
4397,31856,yunus,yunus@xyz.com,,,2020-02-18 03:15:03,3,,no,no,no,,Other Electronics and telecommunication,Terna Public Charitable Trust's College of Engineering Terna Engineering College,2,2020,2021
4400,31850,jadhav,jadhav@xyz.com,Male,,2020-02-18 00:51:02,3,,yes,no,no,Other,,Smt. Kashibai Navale College of Engineering - SKNCOE Smt. Kashibai Navale College of Engineering,2,2020,2021
4402,31846,abhiman,abhiman@xyz.com,,,2020-02-18 00:38:05,0,,no,no,no,,,,2,2020, 
4403,31844,Umeira,umeira@xyz.com,,,2020-02-18 00:37:19,2,,no,no,no,,,Thadomal Shahani Engineering College Thadomal Shahani Engineering College,2,2020,2022
4410,31830,Shet,shet@xyz.com,,,2020-02-18 00:06:51,3,,no,no,no,,,Others Akbar peebhoy college,2,2020,2021
4411,31828,Chari,chari@xyz.com,,,2020-02-17 23:59:52,0,,no,no,no,,,,2,2020, 
4413,31824,Mallikarjun,mallikarjun@xyz.com,,,2020-02-17 23:33:36,3,,no,no,no,Other,,"Cummins College of Engineering for Women Cummins college of engineering,Pune",2,2020,2021
4414,31822,Mahajan,mahajan@xyz.com,,,2020-02-17 23:16:42,2,,no,no,no,,,,2,2020,2022
4415,31820,Vidyadhar,vidyadhar@xyz.com,,,2020-02-17 23:05:51,3,,no,no,no,,,,2,2020,2021
4418,31814,Sudhakar,sudhakar@xyz.com,,,2020-02-17 22:57:43,0,,no,no,no,,,,2,2020, 
4419,31812,Tendulkar,tendulkar@xyz.com,,,2020-02-17 22:52:24,3,,no,no,no,,,Atharva College of Engineering Atharva college of engineering,2,2020,2021
4420,31810,Mehta2,mehta2@xyz.com,,,2020-02-17 22:43:46,1,,no,no,no,,,Others Abeda inamdar senior college,2,2020,2023
4422,31806,Mehta,mehta@xyz.com,Female,,2020-02-17 22:32:38,3,,yes,no,no,,Other E&TC,"Cummins College of Engineering for Women MKSSS'S Cummins college of engineering for women, pune.",2,2020,2021
4423,31804,Mehta1,mehta1@xyz.com,,,2020-02-17 22:30:00,4,,no,no,no,,,Wainganga College of Engineering and Management SRM University,2,2020,2020
4425,31800,vaidik,vaidik@xyz.com,,,2020-02-17 22:12:04,0,,no,no,no,,,,2,2020, 
4429,31792,Saramaria,saramaria@xyz.com,,,2020-02-17 21:58:36,3,,no,no,no,,,GH Raisoni College of Engineering - GHRCE G.H.RAISONI COLLEGE OF ENGINEERING,2,2020,2021
4430,31790,Vithal,vithal@xyz.com,,,2020-02-17 21:52:42,0,,no,no,no,,,,2,2020, 
4431,31788,Rodrigues,rodrigues@xyz.com,,,2020-02-17 21:31:13,2,,no,no,no,,,,2,2020,2022
4432,31786,Emmanuel,emmanuel@xyz.com,,,2020-02-17 21:28:43,3,,no,no,no,,,Bharati Vidyapeeth College of Engineering Bharati vidyapeeth college of engineering,2,2020,2021
4433,31784,Dambhare,dambhare@xyz.com,Male,,2020-02-17 21:05:04,3,,yes,no,no,,,VIVA Institute of Technology Viva institute of technology,2,2020,2021
4437,31776,Dongre,dongre@xyz.com,,,2020-02-17 20:49:55,3,,no,no,no,,,Others Sandip Polytechnic,2,2020,2021
4439,31772,Dasare,dasare@xyz.com,,,2020-02-17 20:41:50,2,,no,no,no,,Other Electronicsand telecommunication,,2,2020,2022
4440,31770,Meshram,meshram@xyz.com,,,2020-02-17 20:38:01,2,,no,no,no,,Other Electronics and telecommunications,Vishwakarma Institute of Information Technology Vishwakarma Institute of Information And Technology,2,2020,2022
4442,31766,FAREL,farel@xyz.com,,,2020-02-17 19:57:41,2,,no,no,no,,,Sinhgad College of Engineering - SCOE Sinhgad College Of Engineering Vadgaon BK Pune,2,2020,2022
4443,31764,hiware,hiware@xyz.com,,,2020-02-17 19:54:56,1,,no,no,no,,,Others Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology,2,2020,2023
4445,31760,Rupapara,rupapara@xyz.com,Male,,2020-02-17 19:54:35,3,,yes,no,no,LinkedIn,Other Electronics and telecommunication,Vivekanand Education Society's Institute of Technology - VESIT Vivekanand education society's institute of technology,2,2020,2021
4447,31756,Sahu,sahu@xyz.com,,,2020-02-17 19:41:08,2,,no,no,no,,,,2,2020,2022
4448,31754,Wankhede,wankhede@xyz.com,,,2020-02-17 19:31:18,2,,no,no,no,,,,2,2020,2022
4449,31752,Mishra,mishra@xyz.com,,,2020-02-17 19:21:15,0,,no,no,no,,,,2,2020, 
4450,31750,ganeshkar,ganeshkar@xyz.com,,,2020-02-17 19:05:59,2,,no,no,no,,,Others National college fardapur,2,2020,2022
4451,31748,Hume,hume@xyz.com,Female,,2020-02-17 18:54:52,4,,yes,no,no,,Other Electrical,,2,2020,2020
4452,31746,Gaherwar,gaherwar@xyz.com,,,2020-02-17 18:53:14,3,,no,no,no,,Other FOOD TECHNOLOGY,Others MGM COLLEGE OF FOOD TECHNOLOGY AURANGABAD,2,2020,2021
4455,31740,gadhawe,gadhawe@xyz.com,,,2020-02-17 17:32:04,3,,no,no,no,,,Others Pimpri chinchwad college of engineering and research,2,2020,2021
